naics,year,emp,pay,prode,prodh,prodw,vship,matcost,vadd,invest,invent,energy,cap,equip,plant,piship,pimat,piinv,pien,dtfp5,tfp5,dtfp4,tfp4
331421,2000,19.8,771.7,15.6,34.1,555.8,7861.8,5410.8,2448.9,169.3,749.4,165.5,3083,2139.4,943.6,0.92900002,1.031999946,0.958999991,1.072999954,-0.003,1.131999969,-0.003,1.131999969
331422,2000,4,135.5,2.9,6.1,87.2,915.1,488.8,433,28.4,79.3,15,449.4,335,114.5,1.00999999,0.995000005,0.980000019,1.016000032,0.003,1.042000055,0.003,1.042000055
331423,2000,2.1,84.6,1.3,2.8,45.8,937.5,752.8,185.7,12.3,78.2,20.8,463.2,288,175.3,1.019000053,1.006000042,0.961000025,1.092000008,-0.052999999,0.874000013,-0.052999999,0.874000013
331491,2000,23.8,972.7,17.1,35.3,651.5,6103.6,3561.5,2522.7,198.1,1249.3,157.2,3213.6,2342.5,871.1,1.001999974,0.999000013,0.967999995,1.075999975,-0.017000001,0.916000009,-0.017000001,0.916000009
331492,2000,10.3,411.2,7.5,15.9,260.1,2913.9,1760.9,1141.2,86.5,415.6,99,1785.5,1151.8,633.7,0.91900003,0.994000018,0.989000022,1.093000054,0.016000001,1.059999943,0.017000001,1.059999943
331511,2000,80.2,3388.1,67.2,143.1,2657.2,12402.9,5057.2,7367.2,703.2,1041.1,674.5,11499.6,8127.8,3371.8,1.026000023,0.986000001,0.972000003,1.02699995,0.005,1.019000053,0.005,1.019999981
331512,2000,22.3,741.7,17.5,36.6,542,2795.7,935,1849.7,84.6,305.9,79,1040.8,753.5,287.3,1.029999971,0.986000001,0.981999993,1.023000002,-0.028000001,1.023000002,-0.028000001,1.023000002
331513,2000,22.3,797.1,18.1,39.2,587.4,2771.4,1232,1558.2,66.4,439.7,143.9,2519.6,1561.4,958.3,1.011000037,0.986000001,0.977999985,1.02699995,-0.059,0.926999986,-0.059,0.926999986
331521,2000,27.7,917.3,23.1,48,702.2,3959.5,1868.5,2100.5,155.1,373.5,129.6,2829.7,2059.5,770.2,0.987999976,1.014999986,0.980000019,1.032999992,0.023,1.027999997,0.023,1.027999997
331522,2000,16,501.3,12.9,26.6,351.5,1989.6,846.8,1143.9,66.6,181.7,48.8,849.5,608.5,241,1.027999997,0.998000026,0.986000001,1.021000028,-0.090000004,0.947000027,-0.090000004,0.947000027
